OBJECTID,Orszag_nev,Telepules_nev,Telepulesresz_nev,Tortenelmi_varosresz_nev,Fekves,Epulettipus,Epulet_altipus,Funkcio,Intezmenynev,Hazszam,Epulet_betujel,Helyrajziszam_teljes_epulet,Helyrajziszam_egyedi_epulet,Utcanev_epulet,Muemlek_nev,Muemlek_tipus,Muemlek_torzsszam,Epuletenergetikai_tipus,Epuletenergetikai_szintszam,Epuletenergetikai_tombazonosito,Aga_est,Abm_est,Ath_est,Ael_est,Aelcs_est,Asz_est,Aol_est,Tn_Tbr,E0,Evil,Ee_cs,Evil_cs,Tbr,Ter,Muemleki_vedettseg,Tortenelmi_varosresz_nev_modositott,Iranyitoszam,KSH_korzet,Epulet_azonosito,Hazszam_epulettomb,Epulet_szamozas_egyeb,Postacim_epulet,Shape_Length,Shape_Area
63923,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,4,,129,HUN_Szarvaskő_129,Kisköz utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,100.46999999575317,75.35249999681488,nem,,3323,Szarvaskő,Szarvaskő_00480,,,"Szarvaskő, Kisköz utca 4",44.104333597548994,100.46999999575317
63924,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,27,,126,HUN_Szarvaskő_126,Fő utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,98.23500002786517,73.67625002089888,nem,,3323,Szarvaskő,Szarvaskő_00481,,,"Szarvaskő, Fő utca 27",41.38182341021687,98.23500002786517
63925,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,31,,130,HUN_Szarvaskő_130,Fő utca,,,,L3,1.5,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,121.28249997368081,90.9618749802606,nem,,3323,Szarvaskő,Szarvaskő_00482,,,"Szarvaskő, Fő utca 31",37.65197979093011,80.85499998245388
63926,Magyarország,Szarvaskő,,,belterület,középület,,,,29,,128,HUN_Szarvaskő_128,Fő utca,,,,K6,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,260,19.25,100,15.4,183.1549999772385,137.36624998292888,nem,,3323,Szarvaskő,Szarvaskő_00483,,,"Szarvaskő, Fő utca 29",64.77300636576871,183.1549999772385
63927,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,42,,148,HUN_Szarvaskő_148,Fő utca,,,,L1,1,Szarvaskő_006,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,37.8750000083819,28.406250006286427,nem,,3323,Szarvaskő,Szarvaskő_00484,,,"Szarvaskő, Fő utca 42",24.902054447369007,37.8750000083819
63928,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,2/a,,152/1,HUN_Szarvaskő_152/1,Borsod utca,,,,L3,1,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,116.02000000096858,87.01500000072643,nem,,3323,Szarvaskő,Szarvaskő_00485,,,"Szarvaskő, Borsod utca 2/a",43.71916640930418,116.02000000096858
63929,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,44,,145,HUN_Szarvaskő_145,Fő utca,,,,L4,1,Szarvaskő_005,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,109.37999998636543,82.03499998977408,nem,,3323,Szarvaskő,Szarvaskő_00486,,,"Szarvaskő, Fő utca 44",43.756192792639204,109.37999998636543
63930,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,37,,133,HUN_Szarvaskő_133,Fő utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,127.53999999132006,95.65499999349004,nem,,3323,Szarvaskő,Szarvaskő_00487,,,"Szarvaskő, Fő utca 37",54.29132657962432,127.53999999132006
63931,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,39,,134,HUN_Szarvaskő_134,Fő utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,62.90999999023974,47.18249999267981,nem,,3323,Szarvaskő,Szarvaskő_00488,,,"Szarvaskő, Fő utca 39",36.11220215437359,62.90999999023974
63932,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,46,,144,HUN_Szarvaskő_144,Fő utca,,,,L1,1,Szarvaskő_005,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,111.80499997574836,83.85374998181126,nem,,3323,Szarvaskő,Szarvaskő_00489,,,"Szarvaskő, Fő utca 46",46.28775800576842,111.80499997574836
63933,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,4,,153,HUN_Szarvaskő_153,Borsod utca,,,,L3/F,1,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,98.76499998498709,74.07374998874032,nem,,3323,Szarvaskő,Szarvaskő_00490,,,"Szarvaskő, Borsod utca 4",42.64585840912152,98.76499998498709
63934,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,2,,151,HUN_Szarvaskő_151,Borsod utca,,,,L1,1,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,88.72500002458692,66.54375001844019,nem,,3323,Szarvaskő,Szarvaskő_00491,,,"Szarvaskő, Borsod utca 2",46.98035745564764,88.72500002458692
63935,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,1,,182,HUN_Szarvaskő_182,Egri utca,,,,L1,1,Szarvaskő_017,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,108.23500000216066,81.1762500016205,nem,,3323,Szarvaskő,Szarvaskő_00492,,,"Szarvaskő, Egri utca 1",53.30546019578753,108.23500000216066
63936,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,41,,135,HUN_Szarvaskő_135,Fő utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,88.70999999508263,66.53249999631197,nem,,3323,Szarvaskő,Szarvaskő_00493,,,"Szarvaskő, Fő utca 41",37.722905941522086,88.70999999508263
63937,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,48,,143,HUN_Szarvaskő_143,Fő utca,,,,L3/F,1,Szarvaskő_005,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,148.55000002328305,111.41250001746229,nem,,3323,Szarvaskő,Szarvaskő_00494,,,"Szarvaskő, Fő utca 48",63.34637042560308,148.55000002328305
63938,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,3,,183,HUN_Szarvaskő_183,Egri utca,,,,L1,1,Szarvaskő_017,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,103.4350000302866,77.57625002271496,nem,,3323,Szarvaskő,Szarvaskő_00495,,,"Szarvaskő, Egri utca 3",49.80019236161991,103.4350000302866
63939,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,6,,154,HUN_Szarvaskő_154,Borsod utca,,,,,,Szarvaskő_003,0.5,0.5,0,0,0,0,0,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00496,,,"Szarvaskő, Borsod utca 6",23.444491082342378,33.54500000860542
63940,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,43,,136,HUN_Szarvaskő_136,Fő utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,138.68499996546655,104.01374997409991,nem,,3323,Szarvaskő,Szarvaskő_00497,,,"Szarvaskő, Fő utca 43",60.91453862216011,138.68499996546655
63941,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,50,,142,HUN_Szarvaskő_142,Fő utca,,,,L1,1,Szarvaskő_005,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,100.63499998595564,75.47624998946674,nem,,3323,Szarvaskő,Szarvaskő_00498,,,"Szarvaskő, Fő utca 50",42.71576788616192,100.63499998595564
63942,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,8,,154,HUN_Szarvaskő_154,Borsod utca,,,,L1,1,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,63.19500001363456,47.39625001022592,nem,,3323,Szarvaskő,Szarvaskő_00499,,,"Szarvaskő, Borsod utca 8",32.08565186227294,63.19500001363456
63943,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,10,,158,HUN_Szarvaskő_158,Borsod utca,,,,L1,1,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,120.77999999064951,90.58499999298714,nem,,3323,Szarvaskő,Szarvaskő_00500,,,"Szarvaskő, Borsod utca 10",47.69095106773094,120.77999999064951
63944,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,12,,159,HUN_Szarvaskő_159,Borsod utca,,,,L1,1,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,77.07000001735985,57.80250001301988,nem,,3323,Szarvaskő,Szarvaskő_00501,,,"Szarvaskő, Borsod utca 12",39.53038429089208,77.07000001735985
63945,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,52,,141,HUN_Szarvaskő_141,Fő utca,,,,L3/F,1,Szarvaskő_005,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,114.43499998893589,85.82624999170191,nem,,3323,Szarvaskő,Szarvaskő_00502,,,"Szarvaskő, Fő utca 52",48.41558979488645,114.43499998893589
63946,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,8,,154,HUN_Szarvaskő_154,Borsod utca,,,,L1,1,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,99.04499999687076,74.28374999765308,nem,,3323,Szarvaskő,Szarvaskő_00503,,,"Szarvaskő, Borsod utca 8",39.74462234864397,99.04499999687076
63947,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,45,,137,HUN_Szarvaskő_137,Fő utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,114.33000000946224,85.74750000709668,nem,,3323,Szarvaskő,Szarvaskő_00504,,,"Szarvaskő, Fő utca 45",49.14128532449116,114.33000000946224
63948,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,14,,160,HUN_Szarvaskő_160,Borsod utca,,,,L1,1,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,81.64499999687077,61.23374999765308,nem,,3323,Szarvaskő,Szarvaskő_00505,,,"Szarvaskő, Borsod utca 14",40.419941025493685,81.64499999687077
63949,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,16,,161,HUN_Szarvaskő_161,Borsod utca,,,,L2,1.5,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,129.81000001547858,97.35750001160893,nem,,3323,Szarvaskő,Szarvaskő_00506,,,"Szarvaskő, Borsod utca 16",39.60131365505433,86.54000001031906
63950,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,54,,140,HUN_Szarvaskő_140,Fő utca,,,,L1,1,Szarvaskő_005,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,82.78500000048429,62.08875000036322,nem,,3323,Szarvaskő,Szarvaskő_00507,,,"Szarvaskő, Fő utca 54",36.77137100333181,82.78500000048429
63951,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,1,,167,HUN_Szarvaskő_167,Borsod utca,,,,L2,1.5,Szarvaskő_002,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,163.71000001491979,122.78250001118984,nem,,3323,Szarvaskő,Szarvaskő_00508,,,"Szarvaskő, Borsod utca 1",41.80631358081179,109.14000000994653
63952,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,47,,138,HUN_Szarvaskő_138,Fő utca,,,,L4,1.8,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,154.06200004036722,115.54650003027541,nem,,3323,Szarvaskő,Szarvaskő_00509,,,"Szarvaskő, Fő utca 47",40.45001352612074,85.59000002242624
63953,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,18,,162,HUN_Szarvaskő_162,Borsod utca,,,,L2,1.5,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,214.0949999926798,160.57124999450986,nem,,3323,Szarvaskő,Szarvaskő_00510,,,"Szarvaskő, Borsod utca 18",54.90243181819889,142.72999999511987
63954,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,3,,168,HUN_Szarvaskő_168,Borsod utca,,,,L1,1,Szarvaskő_002,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,83.15499999362976,62.36624999522232,nem,,3323,Szarvaskő,Szarvaskő_00511,,,"Szarvaskő, Borsod utca 3",40.5806961470109,83.15499999362976
63955,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,20,,163,HUN_Szarvaskő_163,Borsod utca,,,,L5,1,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,170,10,120,8,207.04493001725658,155.28369751294244,nem,,3323,Szarvaskő,Szarvaskő_00512,,,"Szarvaskő, Borsod utca 20",79.50303202104752,207.04493001725658
63956,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,5,,169,HUN_Szarvaskő_169,Borsod utca,,,,L1,1,Szarvaskő_002,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,94.26000002395361,70.69500001796521,nem,,3323,Szarvaskő,Szarvaskő_00513,,,"Szarvaskő, Borsod utca 5",41.10778985877866,94.26000002395361
63957,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,22,,164,HUN_Szarvaskő_164,Borsod utca,,,,L1,1,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,108.50999999564141,81.38249999673106,nem,,3323,Szarvaskő,Szarvaskő_00514,,,"Szarvaskő, Borsod utca 22",53.38766946049887,108.50999999564141
63958,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,24,,165,HUN_Szarvaskő_165,Borsod utca,,,,L1,1,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,100.03000001244247,75.02250000933185,nem,,3323,Szarvaskő,Szarvaskő_00515,,,"Szarvaskő, Borsod utca 24",44.86198844018534,100.03000001244247
63959,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,7,,170,HUN_Szarvaskő_170,Borsod utca,,,,L1,1,Szarvaskő_002,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,86.98999997846782,65.24249998385086,nem,,3323,Szarvaskő,Szarvaskő_00516,,,"Szarvaskő, Borsod utca 7",42.21012679885671,86.98999997846782
63960,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,7,,170,HUN_Szarvaskő_170,Borsod utca,,,,L1,1,Szarvaskő_002,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,100.13999997157603,75.10499997868203,nem,,3323,Szarvaskő,Szarvaskő_00517,,,"Szarvaskő, Borsod utca 7",49.824840883115556,100.13999997157603
63961,Magyarország,Szarvaskő,,,belterület,középület,,,,9/a,,171,HUN_Szarvaskő_171,Borsod utca,,,,K7,1.5,Szarvaskő_002,0.5,0.5,0,0,0,0,0,0.75,230,19.25,150,15.4,220.68749998603016,165.51562498952262,nem,,3323,Szarvaskő,Szarvaskő_00518,,,"Szarvaskő, Borsod utca 9/a",50.74243742259638,147.12499999068677
63962,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,26,,172,HUN_Szarvaskő_172,Borsod utca,,,,L1,1,Szarvaskő_004,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,173.12499998603013,129.8437499895226,nem,,3323,Szarvaskő,Szarvaskő_00519,,,"Szarvaskő, Borsod utca 26",67.77146274630579,173.12499998603013
63963,Magyarország,Szarvaskő,,,zártkert,lakóépület,,,,,,812,HUN_Szarvaskő_812,Barátkert sportpálya,,,,,,,0.5,0.5,0,0,0,0,0,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00520,,,,66.48587292219004,179.33500006083398
63964,Magyarország,Szarvaskő,,,zártkert,lakóépület,,,,,,814,HUN_Szarvaskő_814,Barátkert sportpálya,Vízimalom,műemlék,9170,,,,0.5,0.5,0,0,0,0,0,,,,,,,,igen,,3323,Szarvaskő,Szarvaskő_00521,,,,46.097729813293085,112.98000000424682
63965,Magyarország,Szarvaskő,,,zártkert,lakóépület,,,,,,814,HUN_Szarvaskő_814,Barátkert sportpálya,Vízimalom,műemlék,9170,,,,0.5,0.5,0,0,0,0,0,,,,,,,,igen,,3323,Szarvaskő,Szarvaskő_00522,,,,51.03937263010546,137.42500004228205
63966,Magyarország,Szarvaskő,,,külterület,rendezetlen funkciójú épület,,,,,,070/6/a,HUN_Szarvaskő_070/6/a,,,,,,,,,,,,,,,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00523,,,,19.455899939311834,23.465000004544855
63967,Magyarország,Szarvaskő,,,zártkert,épülettartozék,támfal,,,,,505,HUN_Szarvaskő_505,Nyugodó utca,,,,,,,,,,,,,,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00524,,,,9.572238303148392,1.360000003091991
63968,Magyarország,Szarvaskő,,,zártkert,épülettartozék,támfal,,,,,505,HUN_Szarvaskő_505,Nyugodó utca,,,,,,,,,,,,,,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00525,,,,9.655385139627533,1.350000003352761
63969,Magyarország,Szarvaskő,,,belterület,üdülőépület,,,,,,236/2,HUN_Szarvaskő_236/2,Rózsa utca,,,,,,Szarvaskő_022,,,,,,,,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00526,,,,15.696949887303257,14.415000005662442
63970,Magyarország,Szarvaskő,,,belterület,üdülőépület,,,,,,236/2,HUN_Szarvaskő_236/2,Rózsa utca,,,,,,Szarvaskő_022,,,,,,,,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00527,,,,21.823028441770706,29.210000004954637
63971,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,8,,236/2,HUN_Szarvaskő_236/2,Rózsa utca,,,,L6,1,Szarvaskő_022,0.5,0.5,0,0,0,0,0,0.75,320,10,90,8,180.46000002879651,135.3450000215974,nem,,3323,Szarvaskő,Szarvaskő_00528,,,"Szarvaskő, Rózsa utca 8",62.433946140408395,180.46000002879651
63972,Magyarország,Szarvaskő,,,belterület,üdülőépület,,,,,,236/2,HUN_Szarvaskő_236/2,Rózsa utca,,,,,,Szarvaskő_022,,,,,,,,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00529,,,,20.061129835296725,22.790000007152557
63973,Magyarország,Szarvaskő,,,belterület,üdülőépület,,,,,,171,HUN_Szarvaskő_171,Borsod utca,,,,,,Szarvaskő_002,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00530,,,,14.819145935874115,12.699999995529652
63974,Magyarország,Szarvaskő,,,belterület,üdülőépület,,,,9/b,,171,HUN_Szarvaskő_171,Borsod utca,,,,,1,Szarvaskő_002,,,,,,,,,,,,,45.159999992102385,,nem,,3323,Szarvaskő,Szarvaskő_00531,,,"Szarvaskő, Borsod utca 9/b",29.98044175220925,45.159999992102385
63975,Magyarország,Szarvaskő,,,külterület,üzemi épület,,,,,,089/2,HUN_Szarvaskő_089/2,,,,,,,,,,,,,,,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00532,,,,381.3919369277028,6294.764999674484
63976,Magyarország,Szarvaskő,,,belterület,üzemi épület,,,,,,51/1,HUN_Szarvaskő_51/1,Iskola utca,,,,,,Szarvaskő_009,,,,,,,,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00533,,,,41.07409103604248,58.29000498517032
63977,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,,,173/7,HUN_Szarvaskő_173/7,Vasút utca,,,,L1,1,Szarvaskő_016,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,62.71000000290573,47.0325000021793,nem,,3323,Szarvaskő,Szarvaskő_00534,,,,32.44010345994487,62.71000000290573
63978,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,,,173/7,HUN_Szarvaskő_173/7,Vasút utca,,,,L1,1,Szarvaskő_016,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,77.64999998416752,58.23749998812564,nem,,3323,Szarvaskő,Szarvaskő_00535,,,,40.30106353236156,77.64999998416752
63979,Magyarország,Szarvaskő,,,belterület,középület,,vasútállomás,,1,,173/3,HUN_Szarvaskő_173/3,Vasút utca,,,,K3,1,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,250,19.25,110,15.4,215.75500001840297,161.81625001380223,nem,,3323,Szarvaskő,Szarvaskő_00536,,,"Szarvaskő, Vasút utca 1",82.25217624794226,215.75500001840297
63980,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,,,173/4,HUN_Szarvaskő_173/4,Vasút utca,,,,L1,1,Szarvaskő_003,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,53.6450000076741,40.233750005755574,nem,,3323,Szarvaskő,Szarvaskő_00537,,,,29.272104800347662,53.6450000076741
63981,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,504/3,HUN_Szarvaskő_504/3,Szarvaskői utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00538,,,,15.819295082204423,14.435556800332018
63982,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,504/4,HUN_Szarvaskő_504/4,Szarvaskői utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00539,,,,25.72087103117266,37.19651233335595
63983,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,510/6,HUN_Szarvaskő_510/6,Nyugodó utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00540,,,,33.55319297677177,70.29144478061967
63984,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,504/3,HUN_Szarvaskő_504/3,Szarvaskői utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00541,,,,27.22902484388063,45.146042899962616
63985,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,510/5,HUN_Szarvaskő_510/5,Nyugodó utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00542,,,,27.27333035287748,46.317297359301165
63986,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,507,HUN_Szarvaskő_507,Nyugodó utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00543,,,,37.52660449969545,75.42918720284426
63987,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,510/7,HUN_Szarvaskő_510/7,Nyugodó utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00544,,,,24.03031306775012,35.13046928646828
63988,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,510/5,HUN_Szarvaskő_510/5,Nyugodó utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00545,,,,22.772967873731915,32.00316583529551
63989,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,504/2,HUN_Szarvaskő_504/2,Szarvaskői utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00546,,,,28.58162083805516,46.98467707142497
63990,Magyarország,Szarvaskő,,,belterület,egyéb épület,,,Zöldség-gyümölcs,,,194/2,HUN_Szarvaskő_194/2,Egri utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00547,,,,20.709555521941176,24.93041775642578
63991,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,,,173/3,HUN_Szarvaskő_173/3,Vasút utca,,,,,,Szarvaskő_003,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00548,,,,32.52504512910153,60.97525300698533
63992,Magyarország,Szarvaskő,,,belterület,egyéb épület,,,,,,173/2,HUN_Szarvaskő_173/2,Vasút utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00549,,,,55.361332571062164,134.57469135808532
63993,Magyarország,Szarvaskő,,,belterület,egyéb épület,,,,,,130,HUN_Szarvaskő_130,Fő utca,,,,,,Szarvaskő_011,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00550,,,,24.89599815393727,38.7342997411641
63994,Magyarország,Szarvaskő,,,belterület,egyéb épület,,,,,,133,HUN_Szarvaskő_133,Fő utca,,,,,,Szarvaskő_011,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00551,,,,26.045495148492595,40.67019833573852
63995,Magyarország,Szarvaskő,,,külterület,egyéb épület,,,,,,027/10,HUN_Szarvaskő_027/10,Újszarvaskői utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00552,,,,30.969435545388922,59.01848849235503
63996,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,784,HUN_Szarvaskő_784,Újszarvaskői utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00553,,,,64.61305475838229,182.9999450518096
63997,Magyarország,Szarvaskő,,,zártkert,lakóépület,,,,,,641,HUN_Szarvaskő_641,,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00554,,,,20.194385570779428,25.07024243755805
63998,Magyarország,Szarvaskő,,,külterület,egyéb épület,,,,,,027/9,HUN_Szarvaskő_027/9,Újszarvaskői utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00555,,,,27.377694717497892,46.11585053965757
63999,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,612/10,HUN_Szarvaskő_612/10,Tölgyfakert utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00556,,,,27.220606730356643,42.25473899914606
64000,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,653,HUN_Szarvaskő_653,,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00557,,,,21.504049075563195,26.272694713876795
64001,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,790,HUN_Szarvaskő_790,Újszarvaskői utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00558,,,,30.448393957490275,55.586827045209326
64002,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,612/11,HUN_Szarvaskő_612/11,Tölgyfakert utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00559,,,,28.36450381542693,46.14945672293686
64003,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,786,HUN_Szarvaskő_786,Újszarvaskői utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00560,,,,15.578672775192617,13.517778936863602
64004,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,787,HUN_Szarvaskő_787,Újszarvaskői utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00561,,,,18.357338797465165,18.22232229890127
64005,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,637,HUN_Szarvaskő_637,,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00562,,,,24.970245496391886,34.92230557009329
64006,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,790,HUN_Szarvaskő_790,Újszarvaskői utca,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00563,,,,15.485242190652531,14.093849274606363
64007,Magyarország,Szarvaskő,,,zártkert,egyéb épület,,,,,,638,HUN_Szarvaskő_638,,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00564,,,,19.820264096694626,24.283293350849338
64008,Magyarország,Szarvaskő,,,zártkert,lakóépület,,,,,,644,HUN_Szarvaskő_644,,,,,,,,,,,,,,,,,,,,,,,,3323,Szarvaskő,Szarvaskő_00565,,,,22.87340049544688,31.765479552153234
